,Old_index,Name,Amount,List_Price,Price_per_unit_of_measure,Currency,Store,Standardized_Category,Abbr_Category,Cabaz_product
13586,13655, Atum Posta Natural Costatum ,0.11,0.83,7.55,€,pingo_doce,mercearia,MERC,12
13587,13656, Atum Posta Natural Costatum ,0.385,2.33,6.05,€,pingo_doce,mercearia,MERC,12
13591,13660, Arroz Carolino Vaporizado Extra Longo Caçarola ,1.0,2.03,2.03,€,pingo_doce,mercearia,MERC,2
13592,13661, Arroz Negro Caçarola ,0.5,4.04,8.08,€,pingo_doce,mercearia,MERC,2
13599,13668, Bolsa de Fruta Banana Laranja Bolacha Maria Nestlé ,0.09,1.12,12.44,€,pingo_doce,mercearia,MERC,6
13603,13672, Leite de Coco Bio Origens ,0.4,2.99,7.48,€,pingo_doce,mercearia,MERC,0
13606,13676, Massa Gnochi de Batata Delverde Buitoni ,0.5,2.97,5.94,€,pingo_doce,mercearia,MERC,3
13611,13681, Bolachas com Cereais e Leite Belvita - 6 un ,0.3,2.99,9.97,€,pingo_doce,mercearia,MERC,0
13622,13692, Tomate Pedaços com Majericão e Orégãos Passata Guloso ,0.21,1.05,5.0,€,pingo_doce,mercearia,MERC,15
13623,13693, Azeite Virgem Extra Edição Especial  Oliveira da Serra ,0.75,7.34,9.79,€,pingo_doce,mercearia,MERC,22
13625,13695, Feijão Branco Ferbar ,0.41,1.29,3.15,€,pingo_doce,mercearia,MERC,7
13626,13696, Grão de Bico Ferbar ,0.41,1.29,3.15,€,pingo_doce,mercearia,MERC,8
13631,13701, Feijão Preto Ferbar ,0.41,1.39,3.39,€,pingo_doce,mercearia,MERC,7
13632,13702, Feijão Frade Ferbar ,0.41,1.29,3.15,€,pingo_doce,mercearia,MERC,7
13633,13703, Feijão Manteiga Ferbar ,0.41,1.29,3.15,€,pingo_doce,mercearia,MERC,7
13634,13704, Feijão Encarnado Ferbar ,0.41,1.29,3.15,€,pingo_doce,mercearia,MERC,7
13650,13722, Mini Tostas Rosmarino Pancrek La Mole ,0.25,2.99,11.96,€,pingo_doce,mercearia,MERC,5
13651,13723, Mini Tostas com Sésamo Pancrek La Mole ,0.25,2.99,11.96,€,pingo_doce,mercearia,MERC,5
13652,13724, Mini Tostas Clássicas Pancreck La Mole ,0.25,2.99,11.96,€,pingo_doce,mercearia,MERC,5
13653,13725, Mini Tostas de Pizza Pancrek ,0.25,2.99,11.96,€,pingo_doce,mercearia,MERC,5
13655,13727, Barras de Cereais de Trigo Integral com Chocolate de Leite  Nestlé Fitness ,0.135,3.99,28.3,€,pingo_doce,mercearia,MERC,0
13660,13732, Gressinos com Azeite e Rosmaninho Sfornatini La Mole ,0.2,2.69,13.45,€,pingo_doce,mercearia,MERC,22
13682,13754, Massa Ninhos com Ovo Caçarola ,0.5,2.36,4.72,€,pingo_doce,mercearia,MERC,3
13686,13758, Farinha de Grão de Bico sem Glúten Cem Porcento ,0.4,2.39,5.98,€,pingo_doce,mercearia,MERC,8
13694,13766, Pão de Leite Dulca ,10.0,2.74,0.27,€,pingo_doce,mercearia,MERC,0
13706,13778, Polpa de Tomate Tomilho e Alecrim Guloso ,0.5,2.4,4.8,€,pingo_doce,mercearia,MERC,15
13738,13810, Leite Condensado Tradicional Nestlé ,0.37,2.59,7.0,€,pingo_doce,mercearia,MERC,0
13741,13813, Massa Esparguete Caçarola ,0.5,1.21,2.42,€,pingo_doce,mercearia,MERC,3
13742,13814, Massa Fettuccine Delverde Buitoni ,0.5,2.63,5.26,€,pingo_doce,mercearia,MERC,3
13746,13818, Marmelada Bio Quinta de Jugais ,0.5,5.99,11.98,€,pingo_doce,mercearia,MERC,24
13747,13819, Massa Espiral de Quinoa e Lentilhas Caçarola ,0.4,1.67,4.18,€,pingo_doce,mercearia,MERC,3
13757,13829, Atum Filete em Azeite Minerva ,0.125,2.34,18.72,€,pingo_doce,mercearia,MERC,12
13760,13832, Mistura de Vegetais Tus Recetas Rústico Bonduelle ,0.3,2.99,9.97,€,pingo_doce,mercearia,MERC,16
13766,13838, Tablete Chocolate de Leite Merci ,0.1,2.99,29.9,€,pingo_doce,mercearia,MERC,0
13767,13839, Tablete Chocolate de Leite e Café Merci ,0.1,2.99,29.9,€,pingo_doce,mercearia,MERC,0
13777,13849, Atum com Feijão Frade Vasco da Gama ,0.12,1.29,10.75,€,pingo_doce,mercearia,MERC,7
13779,13851, Cavalinhas em Tomate Vasco da Gama ,0.12,1.19,9.92,€,pingo_doce,mercearia,MERC,15
13794,13866, Polpa de Tomate com Manjericão e Orégãos Guloso ,0.5,2.4,4.8,€,pingo_doce,mercearia,MERC,15
13795,13867, Tremoços com Azeite Virgem Extra Alho e Orégãos Maçarico ,0.15,1.99,12.84,€,pingo_doce,mercearia,MERC,22
13801,13873, Bolachas com Chocolate de Leite Dinosaurus - 8 un ,0.34,3.69,10.85,€,pingo_doce,mercearia,MERC,0
13806,13878, Azeite Virgem Extra Lagar do Marmelo Oliveira da Serra ,0.5,8.29,16.58,€,pingo_doce,mercearia,MERC,22
13809,13881, Café Ricoré com Leite Cápsulas Dolce Gusto ,16.0,6.49,0.41,€,pingo_doce,mercearia,MERC,0
13812,13884," Trigo, Tomate e Manjericão Natura ",0.25,2.29,9.16,€,pingo_doce,mercearia,MERC,15
13821,13893, Massa Tagliatelle Nido Pingo Doce ,0.5,1.31,2.62,€,pingo_doce,mercearia,MERC,3
13823,13895, Massa Lasagna Pingo Doce ,0.5,1.31,2.62,€,pingo_doce,mercearia,MERC,3
13828,13900, Marmelada com Nozes Prisca ,0.25,3.34,13.36,€,pingo_doce,mercearia,MERC,24
13829,13901, Arroz Basmati Longo Extra Caçarola ,1.0,2.96,2.96,€,pingo_doce,mercearia,MERC,2
13832,13904, Arroz Agulha Extra Longo Caçarola ,1.0,1.53,1.53,€,pingo_doce,mercearia,MERC,2
13846,13918, Bolachas Cracker de Queijo TUC ,0.1,1.34,13.4,€,pingo_doce,mercearia,MERC,1
13854,13926, Sardinhas em Óleo Vegetal Dorita ,0.12,0.79,6.58,€,pingo_doce,mercearia,MERC,13
13855,13927, Sardinhas em Óleo Vegetal Picante Dorita ,0.12,0.79,6.58,€,pingo_doce,mercearia,MERC,13
13856,13928, Sardinhas em Tomate Dorita ,0.12,0.79,6.58,€,pingo_doce,mercearia,MERC,13
13857,13929, Sardinhas em Tomate Picante Dorita ,0.12,0.79,6.58,€,pingo_doce,mercearia,MERC,13
13858,13930, Sardinhas em Azeite Dorita ,0.12,0.89,7.42,€,pingo_doce,mercearia,MERC,13
13869,13941, Leite Condensado Tradicional Topping Nestlé ,0.45,3.85,8.56,€,pingo_doce,mercearia,MERC,0
13878,13950, Tablete de Chocolate de Leite Culinária Nestlé ,0.17,2.99,17.59,€,pingo_doce,mercearia,MERC,0
13898,13984, Tablete de Chocolate de Leite com Avelãs e Passas Ritter ,0.1,2.29,22.9,€,pingo_doce,mercearia,MERC,0
13908,13997, Cereais de Arroz Zero Nestlé Nestum ,0.25,3.06,12.24,€,pingo_doce,mercearia,MERC,2
13938,14027, Amendoim Tostado no Forno Matutano ,0.12,1.09,9.08,€,pingo_doce,mercearia,MERC,5
13972,14061, Bolachas Tosta Rica Choco Guay Cuétara - 4 un ,0.168,1.69,10.06,€,pingo_doce,mercearia,MERC,5
13977,14066, Filete de Atum Natural Minerva ,0.125,2.34,18.72,€,pingo_doce,mercearia,MERC,12
13979,14068, Chocolate de Leite e Biscoito Ritter ,0.1,2.29,22.9,€,pingo_doce,mercearia,MERC,0
13980,14069, Chocolate de Leite com Caju Ritter ,0.1,2.59,25.9,€,pingo_doce,mercearia,MERC,0
13983,14072, Tablete de Chocolate de Leite Guylian ,0.1,2.99,29.9,€,pingo_doce,mercearia,MERC,0
13987,14076, Patê de Sardinha Ramirez ,0.075,1.79,23.87,€,pingo_doce,mercearia,MERC,13
13988,14077, Patê de Cavala Ramirez ,0.075,1.79,23.87,€,pingo_doce,mercearia,MERC,14
13989,14078, Patê de Atum Ramirez ,0.075,1.79,23.87,€,pingo_doce,mercearia,MERC,12
13991,14080, Marmelada Pure Nature 0% Prisca ,0.25,3.99,15.96,€,pingo_doce,mercearia,MERC,24
13994,14083, Marmelada Quinta do Coro ,0.5,4.23,8.46,€,pingo_doce,mercearia,MERC,24
14001,14090, Passata de Tomate Guloso ,0.21,0.8,3.81,€,pingo_doce,mercearia,MERC,15
14002,14091, Passata de Tomate Cebola e Alho Guloso ,0.21,1.05,5.0,€,pingo_doce,mercearia,MERC,15
14011,14100, Massa Tagliatelle A Nido Nº91 Delverde ,0.25,1.5,3.0,€,pingo_doce,mercearia,MERC,3
14013,14102, Massa Linguine Nº11 Delverde ,0.5,1.78,7.12,€,pingo_doce,mercearia,MERC,3
14039,14131, Massa Macarronete com Vegetais Nacional ,0.5,1.74,3.48,€,pingo_doce,mercearia,MERC,3
14040,14132, Azeite Virgem Extra Encostas de Alqueva ,0.75,6.4,8.53,€,pingo_doce,mercearia,MERC,22
14044,14136, Arroz Sabroz Cigala ,1.0,2.82,2.82,€,pingo_doce,mercearia,MERC,2
14045,14137, Azeite Virgem Extra Q.B. Spray Oliveira da Serra ,0.2,3.1,15.5,€,pingo_doce,mercearia,MERC,22
14047,14139, Massa Esparguete Integral com Alfarroba Nacional ,0.5,1.65,3.3,€,pingo_doce,mercearia,MERC,3
14049,14141, Azeite Virgem Extra Alentejo DOP Herdade do Esporão ,0.5,8.95,17.9,€,pingo_doce,mercearia,MERC,22
14050,14142, Massa Lasanha com Ovo Delverde Buitoni ,0.5,2.72,5.44,€,pingo_doce,mercearia,MERC,3
14051,14143, Massa Spaghetti Delverde ,1.0,3.1,3.1,€,pingo_doce,mercearia,MERC,3
14056,14148, Arroz Carolino Louro ,1.0,1.78,1.78,€,pingo_doce,mercearia,MERC,2
14060,14152, Azeite Virgem Extra Herdade do Esporão ,0.75,8.25,11.0,€,pingo_doce,mercearia,MERC,22
14062,14154, Arroz para Sushi Le Chef ,0.5,1.08,2.16,€,pingo_doce,mercearia,MERC,2
14063,14155, Arroz Risotto Le Chef ,0.5,1.08,2.16,€,pingo_doce,mercearia,MERC,2
14064,14156, Azeite Virgem Extra Clássico DOP Rosmaninho ,0.75,6.43,8.57,€,pingo_doce,mercearia,MERC,22
14067,14159, Massa Fusili de Grão de Bico Pingo Doce ,0.25,1.68,6.72,€,pingo_doce,mercearia,MERC,3
14068,14160, Massa Esparguete Spaghetti Pingo Doce ,0.5,0.93,1.86,€,pingo_doce,mercearia,MERC,3
14069,14161, Massa Fusilli Tricolor Pingo Doce ,0.5,1.07,2.14,€,pingo_doce,mercearia,MERC,3
14070,14162, Massa Farfalle Pingo Doce ,0.5,1.07,2.14,€,pingo_doce,mercearia,MERC,3
14071,14163, Massa Fusilli Pingo Doce ,0.5,1.07,2.14,€,pingo_doce,mercearia,MERC,3
14072,14164, Massa Penne Rigate Pingo Doce ,0.5,1.07,2.14,€,pingo_doce,mercearia,MERC,3
14077,14193, Pão de Leite Bimbo ,8.0,1.89,0.24,€,pingo_doce,mercearia,MERC,0
14078,14194, Bolachas Tosta Rica Mini Go Cuétara - 8 un ,0.24,2.09,8.71,€,pingo_doce,mercearia,MERC,5
14080,14196, Bolachas de Chocolate de Leite Mini Estrelas Prince - 5 un ,0.187,1.94,10.37,€,pingo_doce,mercearia,MERC,0
14094,14210, Bolachas Digestivas Finas de Chocolate de Leite Thins McVitie's ,0.15,1.99,13.27,€,pingo_doce,mercearia,MERC,0
14095,14211, Leite de Coco Jerónimos ,0.4,2.14,5.35,€,pingo_doce,mercearia,MERC,0
14106,14222, Bolachas Digestivas To Go Chocolate de Leite McVitie's - 6 un ,0.1997999999999999,1.99,9.95,€,pingo_doce,mercearia,MERC,0
14117,14233, Cocktail Tostado no Forno Matutano ,0.095,1.79,18.84,€,pingo_doce,mercearia,MERC,5
14119,14235, Bolachas My Cookie XL Chocolate de Leite Nacional ,0.18,1.94,10.78,€,pingo_doce,mercearia,MERC,0
14124,14240, Bolo Snack de Leite Manhãzitos - 5 un ,5.0,2.24,0.45,€,pingo_doce,mercearia,MERC,0
14131,14247, Chocolate de Leite Kitkat ,0.1245,1.99,15.92,€,pingo_doce,mercearia,MERC,0
14136,14252, Massa Bulgur Wok Milaneza ,0.5,1.69,3.38,€,pingo_doce,mercearia,MERC,3
14141,14257, Molho Piri-piri com Azeite Gallo ,0.05,1.86,37.2,€,pingo_doce,mercearia,MERC,22
14182,14298, Bolachas Tosta Rica Sortido Infantil Cuétara ,0.57,2.99,5.25,€,pingo_doce,mercearia,MERC,5
14186,14302, Barras de Cereais Chocolate de Leite Special K Kellogg's ,0.129,1.89,14.65,€,pingo_doce,mercearia,MERC,0
14234,14351, Tablete de Chocolate de Leite Max Milka ,0.27,2.99,11.07,€,pingo_doce,mercearia,MERC,0
14277,14409, Molho Tomate e Ricotta Barilla ,0.4,3.74,9.35,€,pingo_doce,mercearia,MERC,15
14297,14434, Leite de Aveia e Café Cápsulas Dolce Gusto Starbucks ,12.0,4.98,0.41,€,pingo_doce,mercearia,MERC,0
14307,14444, Café Cápsulas com Leite Galão Intenso Nescafé Dolce Gusto ,16.0,5.19,0.32,€,pingo_doce,mercearia,MERC,0
14315,14452, Caju Tostado com Sal Seeberger ,0.15,4.99,33.27,€,pingo_doce,mercearia,MERC,5
14328,14498, Bolacha Maria sem Açúcar Vieira de Castro - 12 un ,0.3,2.44,8.13,€,pingo_doce,mercearia,MERC,6
14343,14513, Bolachas Tosta Rica com Cobertura de Chocolate Pokémon Cuétara - 6 un ,0.252,1.69,8.05,€,pingo_doce,mercearia,MERC,5
14350,14520, Bolachas de Arroz Crocante com Cobertura Iguarias Pingo Doce ,0.1,1.79,17.9,€,pingo_doce,mercearia,MERC,2
14360,14530, Caldo de Galinha com Azeite Virgem Extra Knorr ,8.0,1.59,0.2,€,pingo_doce,mercearia,MERC,22
14361,14534, Azeite Virgem Extra Aveludado Gallo ,0.75,5.46,7.28,€,pingo_doce,mercearia,MERC,22
14362,14535, Azeite Virgem Extra Sabor Suave Bio Gallo ,0.75,6.78,9.04,€,pingo_doce,mercearia,MERC,22
14363,14536, Azeite Subtil Gallo ,3.0,17.91,5.97,€,pingo_doce,mercearia,MERC,22
14364,14537, Massa Mezze Maniche Rigate Milaneza ,0.5,1.12,2.24,€,pingo_doce,mercearia,MERC,3
14365,14538, Massa Spaghettoni Nº7 Milaneza ,0.5,1.26,2.52,€,pingo_doce,mercearia,MERC,3
14366,14539, Massa Linguine Garofalo ,0.2,1.57,3.14,€,pingo_doce,mercearia,MERC,3
14367,14540, Massa Hélices Milaneza ,0.5,1.12,2.24,€,pingo_doce,mercearia,MERC,3
14368,14541, Massa Esparguete Milaneza ,1.0,1.59,1.59,€,pingo_doce,mercearia,MERC,3
14369,14542, Azeite Virgem Extra Planícies do Sul Gallo ,0.75,5.93,7.91,€,pingo_doce,mercearia,MERC,22
14370,14543, Azeite Virgem Extra Colheita Lezírias Gallo ,0.75,5.93,7.91,€,pingo_doce,mercearia,MERC,22
14371,14544, Azeite Virgem Extra Socalcos do Norte Gallo ,0.75,5.93,7.91,€,pingo_doce,mercearia,MERC,22
14372,14545, Azeite Virgem Extra Reserva Gallo ,0.75,5.93,7.91,€,pingo_doce,mercearia,MERC,22
14373,14546, Massa Macarronete Alga Kombu Milaneza ,0.3,2.11,7.03,€,pingo_doce,mercearia,MERC,3
14374,14547, Azeite Virgem Delicado Formato Familiar Gallo ,3.0,22.63,7.54,€,pingo_doce,mercearia,MERC,22
14375,14548, Massa Spaghettini Garofalo ,0.5,1.57,3.14,€,pingo_doce,mercearia,MERC,3
14379,14554, Leite de Coco Light Jerónimos ,0.4,2.14,5.35,€,pingo_doce,mercearia,MERC,0
14383,14565, Azeite Virgem Extra Suave Gallo ,0.75,5.65,7.53,€,pingo_doce,mercearia,MERC,22
14384,14566, Azeite Virgem Extra Colheita Madura Gallo ,0.5,6.02,12.04,€,pingo_doce,mercearia,MERC,22
14385,14567, Azeite Virgem Extra Grande Escolha Gallo ,0.5,6.02,12.04,€,pingo_doce,mercearia,MERC,22
14386,14575, Atum Posta em Tomate Dorita ,0.11,0.74,6.73,€,pingo_doce,mercearia,MERC,12
14452,14662, Chocolate de Leite Kitkat ,186.3,2.59,13.92,€,pingo_doce,mercearia,MERC,0
14477,14689, Caju Tostado no Forno Matutano ,0.09,2.39,26.56,€,pingo_doce,mercearia,MERC,5
14480,14692, Bolo Snack Mini Muffins de Cenoura e Laranja Little Bites Bimbo  - 4 un ,64.0,2.19,0.03,€,pingo_doce,mercearia,MERC,20
14495,14776, Bolachas Tosta Rica Oceanix Cuétara ,0.16,1.54,9.62,€,pingo_doce,mercearia,MERC,5
14497,14791, Bolachas Matinais Leite e Cereais Pingo Doce - 6 un ,0.3,1.89,6.3,€,pingo_doce,mercearia,MERC,0
14500,14803, Bolacha Maria Júnior Vieira de Castro - 12 un ,0.276,2.49,9.02,€,pingo_doce,mercearia,MERC,6
14504,14807, Bolachas com Cobertura de Chocolate de Leite Oreo - 6 un ,0.246,2.39,9.72,€,pingo_doce,mercearia,MERC,0
14507,14810, Barras de Cereais de Chocolate com Leite Nestlé Chocapic ,0.15,1.99,13.27,€,pingo_doce,mercearia,MERC,0
14509,14812, Barras de Cereais de Trigo Integral com Leite Nestlé Golden Grahams ,0.15,1.99,13.27,€,pingo_doce,mercearia,MERC,0
14510,14813, Barras de Cereais de Chocolate com Leite Nestlé Nesquik ,0.15,1.99,13.27,€,pingo_doce,mercearia,MERC,0
14511,14814, Bolachas Digestivas  e Chocolate de Leite Oat Crunch McVitie's ,0.2,2.49,12.45,€,pingo_doce,mercearia,MERC,0
14542,14903, Snack de Leite Bollycao - 4 un ,5.0,2.18,0.55,€,pingo_doce,mercearia,MERC,0
14545,14906, Feijão Verde Pingo Doce - Embalagem ,0.5,2.49,4.98,€,pingo_doce,frutas_legumes,FRLE,7
14546,14907, Feijão Filet - Embalagem 0.25 Kg ,0.25,2.29,9.16,€,pingo_doce,frutas_legumes,FRLE,7
14548,14909, Feijão Verde Bio - Embalagem 0.3 Kg ,0.3,3.69,12.3,€,pingo_doce,frutas_legumes,FRLE,7
14556,14917, Espinafres Molho Pingo Doce - Embalagem 0.5 Kg ,0.5,2.25,4.5,€,pingo_doce,frutas_legumes,FRLE,19
14557,14918, Ervilha Torta - Embalagem 0.25 Kg ,0.25,2.82,11.28,€,pingo_doce,frutas_legumes,FRLE,9
14558,14919, Cenoura Biológico Pingo Doce - Embalagem 0.5 Kg ,0.5,1.12,2.24,€,pingo_doce,frutas_legumes,FRLE,20
14559,14920, Alho Francês Pingo Doce - Embalagem 0.4 Kg ,0.4,1.87,4.68,€,pingo_doce,frutas_legumes,FRLE,21
14564,14925, Espinafre Pingo Doce - Embalagem 0.2 Kg ,0.2,1.5,7.5,€,pingo_doce,frutas_legumes,FRLE,19
14569,14930, Tomate Cherry Biológico Pingo Doce - Embalagem 0.25 Kg ,0.25,1.87,7.48,€,pingo_doce,frutas_legumes,FRLE,15
14586,14947, Tomate Redondo - Unidade 0.2 Kg ,0.2,2.16,2.16,€,pingo_doce,frutas_legumes,FRLE,15
14610,14972, Tomate Mini Alongado Pingo Doce - Embalagem 0.35 Kg ,0.35,2.16,6.17,€,pingo_doce,frutas_legumes,FRLE,15
14611,14973, Tomate Cherry Alongado Pingo Doce - Embalagem 0.5 Kg ,0.5,2.21,4.42,€,pingo_doce,frutas_legumes,FRLE,15
14616,14978, Tomate Redondo Bio - Embalagem 0.5 Kg ,0.5,2.34,4.68,€,pingo_doce,frutas_legumes,FRLE,15
14617,14979, Tomate de Rama Bio Pingo Doce - Embalagem 0.5 Kg ,0.5,2.82,5.64,€,pingo_doce,frutas_legumes,FRLE,15
14620,14982, Espinafre Bio Molho - Embalagem 0.3 Kg ,0.3,1.59,5.3,€,pingo_doce,frutas_legumes,FRLE,19
14621,14983, Floretes de Brócolos - Embalagem 0.3 Kg ,0.3,1.5,5.0,€,pingo_doce,frutas_legumes,FRLE,17
14624,14986, Alho Francês Pedaços - Embalagem 0.4 Kg ,0.4,1.5,3.75,€,pingo_doce,frutas_legumes,FRLE,21
14626,14988, Tomate Monterosa - Unidade 0.2 Kg ,0.2,3.76,3.76,€,pingo_doce,frutas_legumes,FRLE,15
14630,14992, Cenoura Ripada - Embalagem 0.2 Kg ,0.2,0.74,3.7,€,pingo_doce,frutas_legumes,FRLE,20
14634,14996, Alho Francês Bio - Embalagem 0.4 Kg ,0.4,2.06,5.15,€,pingo_doce,frutas_legumes,FRLE,21
14636,14998, Tomate Mix Cherry Pingo Doce - Embalagem 0.35 Kg ,0.35,1.87,5.34,€,pingo_doce,frutas_legumes,FRLE,15
14637,14999, Tomate Cherry Pingo Doce - Embalagem 0.35 Kg ,0.35,1.59,4.54,€,pingo_doce,frutas_legumes,FRLE,15
14638,15000, Tomate Cherry Rama Extra Pingo Doce - Embalagem 0.35 Kg ,0.35,2.16,6.17,€,pingo_doce,frutas_legumes,FRLE,15
14650,15013, Feijão Verde - Unidade 0.25 Kg ,0.25,3.99,3.99,€,pingo_doce,frutas_legumes,FRLE,7
14666,15029, Brócolos - Unidade 0.42 Kg ,0.42,1.87,1.87,€,pingo_doce,frutas_legumes,FRLE,17
14667,15030, Tomate Coração de Boi - Unidade 0.27 Kg ,0.27,2.82,2.82,€,pingo_doce,frutas_legumes,FRLE,15
14669,15032, Preparado de Sopa de Espinafre Pingo Doce - Embalagem 0.5 Kg ,0.5,1.87,3.74,€,pingo_doce,frutas_legumes,FRLE,19
14670,15033, Cenoura - Unidade 0.14 Kg ,0.14,1.21,1.21,€,pingo_doce,frutas_legumes,FRLE,20
14671,15034, Espinafre Vitacress ,0.3,2.34,7.8,€,pingo_doce,frutas_legumes,FRLE,19
14685,15048, Feijão Verde com Cenoura - Embalagem 0.4 Kg ,0.4,2.49,6.23,€,pingo_doce,frutas_legumes,FRLE,7
14703,15066, Tomate Chucha Bio - Embalagem 0.5 Kg ,0.5,2.34,4.68,€,pingo_doce,frutas_legumes,FRLE,15
14711,15074, Tomate Mini Alongado Pingo Doce - Embalagem 0.25 Kg ,0.25,1.21,4.84,€,pingo_doce,frutas_legumes,FRLE,15
14718,15081, Alho Francês Inteiro Pingo Doce - Embalagem 0.5 Kg ,0.5,2.82,2.82,€,pingo_doce,frutas_legumes,FRLE,21
14721,15084, Tomate com Rama - Unidade 0.15 Kg ,0.15,2.25,2.25,€,pingo_doce,frutas_legumes,FRLE,15
14722,15085, Tomate Mini Alongado - Unidade 0.2 Kg ,0.2,3.76,3.76,€,pingo_doce,frutas_legumes,FRLE,15
14762,15126, Tomate - Embalagem 1 Kg ,1.0,1.87,1.87,€,pingo_doce,frutas_legumes,FRLE,15
14763,15127, Tomate Alongado  - Unidade 0.14 Kg ,0.14,2.34,2.34,€,pingo_doce,frutas_legumes,FRLE,15
14792,15158, Panados de Frango - Unidade 0.1 Kg ,0.1,7.59,7.59,€,pingo_doce,frutas_legumes,FRLE,10
14793,15159, Rolo de Carne de Porco Queijo e Bacon - Unidade 1.05 Kg ,1.05,7.49,7.49,€,pingo_doce,peixaria_talho,PETA,1
14802,15168, Bifes de Frango Panados - Embalagem 0.4 Kg ,0.4,4.49,11.23,€,pingo_doce,peixaria_talho,PETA,10
14805,15171, Hambúrguer de Frango Lusiaves - Embalagem 0.46 Kg ,0.46,2.99,6.5,€,pingo_doce,peixaria_talho,PETA,10
14820,15186, Rolo de Carne Bovino com Queijo e Fiambre - Embalagem 0.6 Kg ,0.6,5.49,9.15,€,pingo_doce,peixaria_talho,PETA,1
14825,15191, Perna de Frango com Costa - Unidade 0.45 Kg ,0.45,2.82,2.82,€,pingo_doce,peixaria_talho,PETA,10
14826,15192, Frango do Campo com Miúdos - Unidade 2.25 Kg ,2.25,3.29,3.29,€,pingo_doce,peixaria_talho,PETA,10
14833,15199, Frango Inteiro - Unidade 1.6 Kg ,1.6,2.34,2.34,€,pingo_doce,peixaria_talho,PETA,10
14836,15202, Frango do Campo com Miúdos Pingo Doce - Unidade 2.36 Kg ,2.36,3.29,3.29,€,pingo_doce,peixaria_talho,PETA,10
14837,15203, Frango de Churrasco Pingo Doce - Embalagem 1.1 Kg ,1.1,3.29,3.29,€,pingo_doce,peixaria_talho,PETA,10
14838,15204, Peito de Frango do Campo Pingo Doce - Embalagem 0.6 Kg ,0.6,7.82,7.82,€,pingo_doce,peixaria_talho,PETA,10
14840,15206, Asas de Frango Pingo Doce - Embalagem 0.53 Kg ,0.53,2.82,2.82,€,pingo_doce,peixaria_talho,PETA,10
14841,15207, Bife de Frango Pingo Doce - Embalagem 0.55 Kg ,0.55,6.59,6.59,€,pingo_doce,peixaria_talho,PETA,10
14842,15208, Figado de Frango Pingo Doce - Embalagem 0.575 Kg ,0.58,2.16,2.16,€,pingo_doce,peixaria_talho,PETA,10
14843,15209, Frango Fresco com Miúdos em Vácuo Pingo Doce - Embalagem 1.4 Kg ,1.4,2.82,2.82,€,pingo_doce,peixaria_talho,PETA,10
14844,15210, Bife de Frango do Campo Pingo Doce - Embalagem 0.45 Kg ,0.45,7.82,7.82,€,pingo_doce,peixaria_talho,PETA,10
14845,15211, Canjinha de Frango do Campo Pingo Doce - Embalagem 0.7 Kg ,0.7,5.92,5.92,€,pingo_doce,peixaria_talho,PETA,10
14846,15212, Peito de Frango Pingo Doce - Embalagem 0.6 Kg ,0.6,6.59,6.59,€,pingo_doce,peixaria_talho,PETA,10
14847,15213, Perninha de Frango Pingo Doce - Embalagem 0.56 Kg ,0.56,5.46,5.46,€,pingo_doce,peixaria_talho,PETA,10
14865,15231, Perninhas de Frango do Campo Pingo Doce - Embalagem 0.51 Kg ,0.51,7.53,7.53,€,pingo_doce,peixaria_talho,PETA,10
14867,15233, Perna de Frango Pingo Doce - Embalagem 0.56 Kg ,0.56,4.7,4.7,€,pingo_doce,peixaria_talho,PETA,10
14868,15234, Coxas de Frango Pingo Doce - Embalagem 0.55 Kg ,0.55,5.36,5.36,€,pingo_doce,peixaria_talho,PETA,10
14869,15235, Coxas de Frango do Campo Pingo Doce - Embalagem 0.55 Kg ,0.55,8.19,8.19,€,pingo_doce,peixaria_talho,PETA,10
14870,15236, Perna Frango do Campo Pingo Doce - Embalagem 0.72 Kg ,0.72,7.06,7.06,€,pingo_doce,peixaria_talho,PETA,10
14871,15237, Frango do Campo Metades Pingo Doce - Embalagem 0.81 Kg ,0.81,4.04,4.04,€,pingo_doce,peixaria_talho,PETA,10
14877,15243, Moelas Frango Congeladas - Embalagem 1 Kg ,1.0,2.82,2.82,€,pingo_doce,peixaria_talho,PETA,10
14883,15249, Moelas de Frango Pingo Doce - Embalagem 0.52 Kg ,0.52,4.98,4.98,€,pingo_doce,peixaria_talho,PETA,10
14892,15264, Frango Fresco sem Miúdos Pingo Doce em Vácuo - Embalagem 1.3 Kg ,1.3,3.0,3.0,€,pingo_doce,peixaria_talho,PETA,10
14898,15270, 2 Frangos com Miúdos - Unidade 2.7 Kg ,2.7,2.34,2.34,€,pingo_doce,peixaria_talho,PETA,10
14901,15273, Pipis Miúdos de Frango - Embalagem 1.05 Kg ,1.05,3.48,3.48,€,pingo_doce,peixaria_talho,PETA,10
14911,15286, Filetes de Pescada do Cabo Congelado - Embalagem 0.8 Kg ,0.8,5.46,6.82,€,pingo_doce,peixaria_talho,PETA,11
14914,15289, Sardinha Congelada - Embalagem 1 Kg ,1.0,3.76,3.76,€,pingo_doce,peixaria_talho,PETA,13
14921,15297, Medalhões de Pescada sem Pele Congelados - Embalagem 0.5 Kg ,0.5,4.04,8.08,€,pingo_doce,peixaria_talho,PETA,11
14931,15307, Bife de Atum Congelado - Unidade 0.17 Kg ,0.17,2.99,17.59,€,pingo_doce,peixaria_talho,PETA,12
